lgd_state_code,lgd_district_code,district_name,state_name,Demand_Chronic,Demand_Acute,Realizability_Chronic,Realizability_Acute,Demand_Overall,Realizability_Overall,MAI_Overall,MAI_Chronic,MAI_Acute,quadrant_overall,quadrant_chronic,quadrant_acute,confidence_score,MAI_Overall_hist,MAI_Chronic_hist,MAI_Acute_hist,slope_overall,slope_chronic,slope_acute,Future_MAI_Overall_beta_0.2,Future_MAI_Chronic_beta_0.2,Future_MAI_Acute_beta_0.2,Future_MAI_Overall_beta_0.3,Future_MAI_Chronic_beta_0.3,Future_MAI_Acute_beta_0.3,Future_MAI_Overall_beta_0.4,Future_MAI_Chronic_beta_0.4,Future_MAI_Acute_beta_0.4,Future_MAI_Overall,Future_MAI_Chronic,Future_MAI_Acute,Future_Demand_Overall,Future_Realizability_Overall,Future_Demand_Chronic,Future_Realizability_Chronic,Future_Demand_Acute,Future_Realizability_Acute,quadrant_overall_future,quadrant_chronic_future,quadrant_acute_future
19,664,Alipurduar,West Bengal,0.4735707755015637,0.6194001887184407,0.3473228995666849,0.4237174233561606,0.5464854821100023,0.3855201614614227,0.4590001866005846,0.4055637741431631,0.5122993773079344,Underserved,Deprioritize,Underserved,0.368421052631579,0.3683953966567506,0.23785669308110102,0.47069621600630346,0.022651197485958507,0.041926770265515514,0.010400790325407736,0.46353042609777634,0.41394912819626617,0.514379535373016,0.46579554584637217,0.41814180522281774,0.5154196144055567,0.468060665594968,0.4223344822493693,0.5164596934380975,0.46579554584637217,0.41814180522281774,0.5154196144055567,0.5559912850145363,0.3901843936617424,0.49536458174303216,0.3501836248528969,0.6166179882860402,0.43018516247058797,Underserved,Deprioritize,Underserved
23,639,Alirajpur,Madhya Pradesh,0.2905455623603339,0.4945527826175231,0.1972463513478079,0.2546663219297684,0.3925491724889285,0.2259563366387881,0.297823728010691,0.2393930911197582,0.3548886278106652,Deprioritize,Deprioritize,Deprioritize,0.368421052631579,0.20520893857003963,0.029600415816722014,0.27929994459755775,0.023153697360162845,0.05244816882575905,0.018897170803276866,0.3024544674827236,0.24988272488491,0.35866806197132056,0.30476983721873985,0.2551275417674859,0.36055777905164826,0.30708520695475616,0.2603723586500618,0.36244749613197597,0.30476983721873985,0.2551275417674859,0.36055777905164826,0.4014474846660634,0.23137241068133124,0.31193499761619137,0.19976396119509612,0.4909599717159354,0.26298086016756644,Deprioritize,Deprioritize,Deprioritize
28,745,Alluri Sitharama Raju,Andhra Pradesh,0.5141388466324868,0.4012011021938781,0.3207991984758159,0.6549640180540212,0.4576699744131824,0.4878816082649185,0.4725344042197008,0.4061223090461569,0.5126131932954948,Niche,Deprioritize,Niche,0.368421052631579,0.28877602562599103,0.20303006065688622,0.3730920193991611,0.04593959464842744,0.050773062097317676,0.03488029347408343,0.4817223231493863,0.41627692146562045,0.5195892519903115,0.486316282614229,0.42135422767535224,0.5230772813377198,0.49091024207907175,0.426431533885084,0.5265653106851282,0.486316282614229,0.42135422767535224,0.5230772813377198,0.4753094313670932,0.49636032432935073,0.5420359030014713,0.32311464661138695,0.4085829597327152,0.6696060020473146,Niche,Deprioritize,Niche
5,45,Almora,Uttarakhand,0.3193421291841133,0.4224608208224461,0.2609044025863143,0.6417905430224307,0.3709014750032797,0.4513474728043725,0.4091521030156688,0.2886481724096355,0.5207027555154087,Deprioritize,Niche,Niche,0.368421052631579,0.30978951854634235,0.08860806673892237,0.49971584647308515,0.02484064611733161,0.05001002641767828,0.005246727260580883,0.41412023223913513,0.29865017769317115,0.5217521009675249,0.41660429685086825,0.30365118033493893,0.5222767736935829,0.4190883614626014,0.30865218297670677,0.522801446419641,0.41660429685086825,0.30365118033493893,0.5222767736935829,0.3798014707065454,0.4566627639640798,0.3407328182356543,0.26322044666793093,0.4188701231774365,0.6501050812602287,Deprioritize,Niche,Niche
8,87,Alwar,Rajasthan,0.3373783190157796,0.508868314367646,0.2676020471743631,0.4651947434548923,0.4231233166917127,0.3663983953146277,0.3937406560872862,0.3004715108639552,0.4865417401976737,Star,Star,Star,0.368421052631579,0.303161437419251,0.11407586958857369,0.444166120742032,0.0226448046670088,0.046598910318845374,0.01059390486391043,0.39826961702068797,0.3097912929277243,0.4886605211704558,0.40053409748738883,0.3144511839596088,0.48971991165684686,0.40279857795408974,0.3191110749914933,0.4907793021432379,0.40053409748738883,0.3144511839596088,0.48971991165684686,0.4320216288688476,0.37123956821652526,0.3587677542716371,0.2689698547403602,0.5052755034660583,0.47350928169269035,Star,Star,Star
6,58,Ambala,Haryana,0.3301587390864254,0.4803329089067191,0.5106897226043468,0.8872415602626851,0.4052458239965723,0.6989656414335159,0.5322150949644493,0.4106198666399953,0.6528179834715888,Star,Niche,Star,0.368421052631579,0.419942603780066,0.14198873216465682,0.6428558882159809,0.02806812279609583,0.06715778361883462,0.002490523813901968,0.5378287195236685,0.4240514233637622,0.6533160882343692,0.5406355318032781,0.43076720172564564,0.6535651406157594,0.5434423440828876,0.4374829800875291,0.6538141929971496,0.5406355318032781,0.43076720172564564,0.6535651406157594,0.4141474361148541,0.7052319639728409,0.3515481743422829,0.5153649126632026,0.4767466978874253,0.8950990152824793,Star,Niche,Star
9,121,Ambedkar Nagar,Uttar Pradesh,0.310185674984367,0.571286856567431,0.4407578697936901,0.3860154845751055,0.4407362657758989,0.4133866771843978,0.4268424772954989,0.3697523189198785,0.4696015042238106,Niche,Niche,Underserved,0.368421052631579,0.3251241652381743,0.09761031571595395,0.41276323054712816,0.025429578014331156,0.06803550080098113,0.014209568419170607,0.43192839289836515,0.3833594190800747,0.4724434179076447,0.43447135069979825,0.3901629691601728,0.4738643747495618,0.43701430850123135,0.39696651924027093,0.47528533159147884,0.43447135069979825,0.3901629691601728,0.4738643747495618,0.4496345779530338,0.41977682023625645,0.3315751102402245,0.4452236176596093,0.5676940456658432,0.3943300228129035,Niche,Niche,Underserved
9,640,Amethi,Uttar Pradesh,0.3866752010073341,0.4472648730381729,0.4059822499633644,0.4390838309950126,0.4169700370227535,0.4225330404791885,0.41974232277904,0.3962111408201361,0.4431554737596038,Niche,Star,Niche,0.0,0.34291485333601246,0.14919485040716396,0.45691165069768047,0.019206867360756885,0.06175407260324303,-0.00343904423451917,0.42358369625119136,0.4085619553407847,0.44246766491269995,0.42550438298726706,0.414737362601109,0.44212376048924806,0.42742506972334277,0.4209127698614333,0.4417798560657961,0.42550438298726706,0.414737362601109,0.44212376048924806,0.4222515104377967,0.42877420944007477,0.4108602641508038,0.41043040863185865,0.43364275672478964,0.44711801024829084,Niche,Star,Niche
27,468,Amravati,Maharashtra,0.3040196864671894,0.5875181395726619,0.3914669248150397,0.6455954245131833,0.4457689130199256,0.5185311746641115,0.4807754965646295,0.34498355286092,0.6158725702015055,Niche,Niche,Star,1.0,0.32145318444375126,0.18334795466557116,0.451538322286637,0.039830578030219554,0.0404088995488372,0.04108356197871714,0.4887416121706734,0.3530653327706874,0.6240892825972489,0.49272466997369535,0.35710622272557113,0.6281976387951207,0.4967077277767173,0.36114711268045485,0.6323059949929924,0.49272466997369535,0.35710622272557113,0.6281976387951207,0.46306033108548517,0.5214112038726878,0.3196391970838565,0.3944981281993336,0.6064814650871139,0.648324279546042,Niche,Niche,Star
24,439,Amreli,Gujarat,0.3471964722114005,0.3501987853169261,0.2965199245236998,0.5132856284292826,0.3486976287641633,0.4049027764764912,0.375750765850688,0.3208592709195408,0.4239717014100939,Deprioritize,Deprioritize,Deprioritize,1.0,0.2598882954629253,0.13838747382988487,0.37552398028544853,0.028965617596940677,0.045617949272413985,0.012111930281161337,0.38154388937007616,0.3299828607740236,0.4263940874663261,0.3844404511297702,0.334544655701265,0.4276052804944423,0.38733701288946426,0.3391064506285064,0.4288164735225584,0.3844404511297702,0.334544655701265,0.4276052804944423,0.36178994134881887,0.4061798984991294,0.3678082431080648,0.2989126399761392,0.35577163958957286,0.5134471570221195,Deprioritize,Deprioritize,Deprioritize
3,27,Amritsar,Punjab,0.4298848435886599,0.4362888272157143,0.4410073619472494,0.7719224705850786,0.4330868354021871,0.606464916266164,0.5124958257080396,0.4354105887689697,0.5803284840441839,Star,Niche,Star,0.368421052631579,0.40655631279720045,0.2376695073528827,0.5656948606119768,0.0264848782277098,0.04943527035402175,0.003658405858051772,0.5177928013535816,0.4452976428397741,0.5810601652157943,0.5204412891763526,0.45024116987517626,0.5814260058015994,0.5230897769991235,0.4551846969105784,0.5817918463874047,0.5204412891763526,0.45024116987517626,0.5814260058015994,0.441985147579322,0.6125257381772764,0.45127427884451743,0.44480348835982164,0.43269601631412663,0.7802479879947313,Star,Niche,Star
9,154,Amroha,Uttar Pradesh,0.333178830374818,0.4868662426841327,0.4091623188049186,0.5607589637335089,0.4100225365294753,0.4849606412692137,0.4459201635384567,0.3692211028812832,0.522507999675011,Niche,Niche,Niche,0.368421052631579,0.3396351125666147,0.12808226440632156,0.4905021618383082,0.026571262742960497,0.060284709618740405,0.008001459459175714,0.4512344160870488,0.38127804480503125,0.5241082915668462,0.4538915423613449,0.3873065157669053,0.5249084375127637,0.4565486686356409,0.39333498672877937,0.5257085834586813,0.4538915423613449,0.3873065157669053,0.5249084375127637,0.41892084870661017,0.4916413962088195,0.3545682656306755,0.41420929044633226,0.483273431782545,0.5690735019713069,Niche,Niche,Niche
28,744,Anakapalli,Andhra Pradesh,0.5141388466324868,0.4012011021938781,0.3207991984758159,0.6549640180540212,0.4576699744131824,0.4878816082649185,0.4725344042197008,0.4061223090461569,0.5126131932954948,Niche,Deprioritize,Niche,0.368421052631579,0.28877602562599103,0.20303006065688622,0.3730920193991611,0.04593959464842744,0.050773062097317676,0.03488029347408343,0.4817223231493863,0.41627692146562045,0.5195892519903115,0.486316282614229,0.42135422767535224,0.5230772813377198,0.49091024207907175,0.426431533885084,0.5265653106851282,0.486316282614229,0.42135422767535224,0.5230772813377198,0.4753094313670932,0.49636032432935073,0.5420359030014713,0.32311464661138695,0.4085829597327152,0.6696060020473146,Niche,Deprioritize,Niche
24,440,Anand,Gujarat,0.4259418104443804,0.451027609480672,0.4803614959083296,0.6040711087876235,0.4384847099625262,0.5422163023479766,0.4875997929367955,0.4523339974343789,0.5219700644221091,Star,Star,Star,1.0,0.3927926593518408,0.18460531821379209,0.5488520894644051,0.02370178339623867,0.06693216980514671,-0.006720506260573994,0.4923401496160432,0.46572043139540825,0.5206259631699943,0.4947103279556671,0.4724136483759229,0.519953912543937,0.497080506295291,0.4791068653564376,0.5192818619178795,0.4947103279556671,0.4724136483759229,0.519953912543937,0.4472512272763759,0.5469013863307023,0.4518639174323253,0.4845642280293444,0.44263853712042645,0.6092385446320602,Star,Star,Niche
28,502,Ananthapuramu,Andhra Pradesh,0.5288466525936919,0.6012993131516049,0.2696076750765531,0.4622940144846696,0.5650729828726484,0.3659508447806113,0.454740514408982,0.377599147877485,0.527235311207178,Underserved,Deprioritize,Underserved,0.368421052631579,0.3016169627223511,0.19205248301024402,0.38881522803601626,0.03828088792165772,0.04638666621681024,0.034605020792790445,0.46239669199331357,0.38687648112084705,0.5341563153657362,0.4662247807854793,0.39151514774252805,0.5376168174450152,0.4700528695776451,0.3961538143642091,0.5410773195242942,0.4662247807854793,0.39151514774252805,0.5376168174450152,0.5801462624806797,0.37465770237074325,0.5567437089626764,0.2721956164200842,0.6035488159986829,0.4771197883214024,Underserved,Deprioritize,Underserved
1,1,Anantnag,Jammu And Kashmir,0.2766828169335758,0.5582561670373385,0.2119563578169243,0.576747207119432,0.4174694919854571,0.3943517824681781,0.4057460268327341,0.2421666412777935,0.5674263698454488,Star,Underserved,Star,1.0,0.3108508060047159,0.17821693140257952,0.44334072828061055,0.023723805207004553,0.015987427468803495,0.031021410391209564,0.410490787874135,0.2453641267715542,0.5736306519236907,0.41286316839483544,0.24696286951843455,0.5767327929628117,0.41523554891553593,0.2485616122653149,0.5798349340019326,0.41286316839483544,0.24696286951843455,0.5767327929628117,0.4258570336678325,0.40021654126052586,0.28383827879048307,0.2147124210227234,0.5678757885451821,0.5857206614983284,Star,Underserved,Star
12,628,Anjaw,Arunachal Pradesh,0.3961254684924327,0.2674177667333638,0.1481720762252788,0.4514382822555364,0.3317716176128982,0.2998051792404076,0.315383654118781,0.2422699591617479,0.3474516041965003,Underserved,Underserved,Underserved,0.368421052631579,0.21944212406921776,0.11664715267623631,0.32223682884448934,0.02398538251239081,0.0314057016213779,0.006303693838002736,0.3201807306212592,0.24855109948602347,0.3487123429641008,0.3225792688724982,0.25169166964816125,0.3493427123479011,0.3249778071237373,0.25483223981029907,0.3499730817317014,0.3225792688724982,0.25169166964816125,0.3493427123479011,0.3410723112125311,0.304907181833321,0.4175367924223119,0.15006154317330755,0.26460783000275045,0.45975282049333444,Underserved,Underserved,Underserved
28,753,Annamayya,Andhra Pradesh,0.5490407864179254,0.4658305659162739,0.3223221862972324,0.5922931501984161,0.5074356761670997,0.4573076682478242,0.4817200700134201,0.4206756786939049,0.5252696958185011,Niche,Star,Underserved,0.0,0.30515700996772,0.226805304559602,0.3807679970200455,0.044140765011425026,0.04846759353357572,0.03612542469961391,0.4905482230157051,0.43036919740062,0.5324947807584239,0.4949622995168476,0.4352159567539776,0.5361073232283853,0.4993763760179901,0.44006271610733516,0.5397198656983467,0.4949622995168476,0.4352159567539776,0.5361073232283853,0.5249715102975396,0.4660814987695205,0.5767305971399681,0.32504407350389225,0.473212423455111,0.6071189240351489,Niche,Star,Underserved
21,344,Anugul,Odisha,0.3713400436265892,0.4500444717483224,0.2842858023402661,0.2917108432985591,0.4106922576874557,0.2879983228194126,0.3439166780034159,0.3249102987648349,0.3623297564036905,Deprioritize,Underserved,Deprioritize,0.368421052631579,0.2541001340495468,0.15003904808591245,0.30009027549991546,0.02245413598846728,0.04371781266973061,0.015559870225943753,0.34840750520110936,0.33365386129878105,0.36544173044887923,0.3506529187999561,0.33802564256575407,0.3669977174714736,0.3528983323988028,0.34239742383272714,0.368553704494068,0.3506529187999561,0.33802564256575407,0.3669977174714736,0.4195905698645906,0.2930169697028833,0.3927294788824467,0.28600855786940954,0.4464516608467347,0.30002538153635716,Deprioritize,Underserved,Deprioritize
8,776,Anupgarh,Rajasthan,0.3515811140409805,0.4645563991779124,0.3097324857315773,0.8029639362299935,0.4080687566094464,0.5563482109807854,0.4764748919899337,0.3299940793229328,0.6107552986955812,Star,Star,Niche,0.368421052631579,0.37251461816847653,0.13309176675031187,0.5955465546554243,0.025990068455364293,0.04922557814315523,0.0038021860100392324,0.48167290568100657,0.33983919495156384,0.611515735897589,0.484271912526543,0.34476175276587934,0.611895954498593,0.48687091937207944,0.3496843105801949,0.6122761730995969,0.484271912526543,0.34476175276587934,0.611895954498593,0.4169670687865813,0.5621149240340145,0.37297054929683804,0.31295137360023756,0.4609635882763247,0.8112784744677916,Star,Star,Niche
23,390,Anuppur,Madhya Pradesh,0.3075298045004342,0.5076911566153592,0.2605004594391138,0.2032897146883168,0.4076104805578967,0.2318950870637153,0.3074457153337094,0.2830400243138485,0.3212606268718872,Underserved,Deprioritize,Underserved,0.368421052631579,0.2149997356802198,0.07128689586200798,0.2266125150560553,0.023111494913372402,0.05293828211296013,0.023662027953957977,0.31206801431638387,0.2936276807364405,0.3259930324626788,0.31437916380772113,0.29892150894773656,0.3283592352580746,0.3166903132990584,0.30421533715903254,0.33072543805347043,0.31437916380772113,0.29892150894773656,0.3283592352580746,0.4165087927350316,0.23728974256467994,0.3289192397562917,0.26297523220324504,0.5040983457137715,0.21160425292611484,Underserved,Deprioritize,Underserved
10,188,Araria,Bihar,0.2403874145681632,0.6699425174024801,0.3583252180713016,0.2584760237988599,0.4551649659853216,0.3084006209350807,0.3746640603764499,0.2934908392892927,0.4161298812534274,Underserved,Deprioritize,Underserved,1.0,0.28198759015911123,0.04122818125605148,0.3407303955613151,0.023169117554334664,0.0630656645083103,0.018849871423028075,0.37929788388731683,0.30610397219095475,0.41989985553803305,0.3816147956427503,0.3124105386417858,0.42178484268033584,0.3839317073981838,0.3187171050926168,0.4236698298226387,0.3816147956427503,0.3124105386417858,0.42178484268033584,0.46458236688554305,0.31343666890309846,0.25799833974361247,0.3623331671546131,0.6711663940274738,0.2645401706515839,Underserved,Deprioritize,Underserved
33,610,Ariyalur,Tamil Nadu,0.3659234501000188,0.2854489460088471,0.4473070420422488,0.4758625532324296,0.325686198054433,0.4615847976373392,0.3877264471534407,0.4045740180463074,0.3685572740637144,Deprioritize,Niche,Deprioritize,0.368421052631579,0.27888772155011327,0.17660285438163925,0.34881880614396865,0.027209681400831853,0.05699279091616703,0.00493461697993644,0.39316838343360705,0.4159725762295408,0.3695441974597017,0.3958893515736902,0.4216718553211575,0.3700376591576953,0.3986103197137734,0.4273711344127742,0.370531120855689,0.3958893515736902,0.4216718553211575,0.3700376591576953,0.3345845102315679,0.4680288132897703,0.3873128853558763,0.45188053510931303,0.28185613510725943,0.48417709147022764,Deprioritize,Niche,Deprioritize
24,672,Arvalli,Gujarat,0.3276338666635036,0.5077648581865704,0.3480128166732235,0.4461812061551699,0.4176993624250369,0.3970970114141967,0.4072679320651179,0.3376696385153767,0.4759780844418078,Underserved,Niche,Underserved,0.368421052631579,0.2997912122806498,0.10373000259921492,0.42364209777407524,0.026869179946117025,0.05848490897904044,0.013083996666933134,0.41264176805434133,0.34936662031118476,0.47859488377519444,0.415328686048953,0.35521511120908883,0.4799032834418877,0.41801560404356475,0.36106360210699284,0.48121168310858103,0.415328686048953,0.35521511120908883,0.4799032834418877,0.42837096361881427,0.40240459547735563,0.3495561506055897,0.351276545679543,0.5071857766320389,0.4535326452751683,Underserved,Niche,Underserved
10,611,Arwal,Bihar,0.1655489747466982,0.6172879119577667,0.5357574837875994,0.3080380187258366,0.3914184433522324,0.4218977512567179,0.4063724413031866,0.2978155505575688,0.4360597956506413,Niche,Niche,Underserved,1.0,0.3186347598027176,6.9058413123072e-06,0.3762124905801516,0.021934420375117253,0.07445216117906413,0.014961826267622422,0.4107593253782101,0.31270598279338163,0.43905216090416577,0.4129527674157218,0.32015119891128807,0.44054834353092803,0.4151462094532335,0.32759641502919445,0.44204452615769024,0.4129527674157218,0.32015119891128807,0.44054834353092803,0.3992787561435248,0.4269726399291291,0.1808153270718933,0.5401713118985927,0.6177421852151563,0.3137739679596656,Niche,Niche,Underserved
23,391,Ashoknagar,Madhya Pradesh,0.2195508071226288,0.5296787940960171,0.2830711264756941,0.2997963672217852,0.3746148006093229,0.2914337468487397,0.330417001630619,0.2492959973422164,0.3984918797973202,Deprioritize,Deprioritize,Underserved,0.368421052631579,0.2349759440128966,4.924130470867345e-06,0.33034244031872595,0.0238602644044306,0.062322768302936385,0.017037359869648563,0.3351890545115051,0.2617605510028037,0.4018993517712499,0.33757508095194816,0.2679928278330973,0.4036030877582148,0.3399611073923912,0.27422510466339095,0.4053068237451796,0.33757508095194816,0.2679928278330973,0.4036030877582148,0.3835131127864578,0.29711353537518065,0.2409402423784863,0.286116165290778,0.5260859831944295,0.30811090545958325,Deprioritize,Deprioritize,Underserved
9,122,Auraiya,Uttar Pradesh,0.2467524849083051,0.4473960094252039,0.3979293521078572,0.438933712061164,0.3470742471667545,0.4184315320845105,0.3810863537166651,0.3133529263475381,0.4431446616832434,Niche,Deprioritize,Niche,0.368421052631579,0.2826144198805343,6.0928621954488545e-06,0.4031063232455554,0.024617983459032697,0.07833670837133566,0.010009584609422001,0.38600995040847164,0.32902026802180523,0.4451465786051278,0.3884717487543749,0.3368539388589388,0.44614753706607,0.39093354710027817,0.3446876096960724,0.4471484955270122,0.3884717487543749,0.3368539388589388,0.44614753706607,0.3559725593438894,0.4235900382576805,0.26814192016416255,0.3999318262163991,0.4438031985236162,0.44724825029896204,Niche,Deprioritize,Niche
