lgd_state_code,lgd_district_code,district_name,state_name,Demand_Chronic,Demand_Acute,Realizability_Chronic,Realizability_Acute,Demand_Overall,Realizability_Overall,MAI_Overall,MAI_Chronic,MAI_Acute,quadrant_overall,quadrant_chronic,quadrant_acute,confidence_score
18,299,Dima Hasao,Assam,0.2949530658808256,0.349418600573534,0.2502270019124756,0.328061491789178,0.3221858332271798,0.2891442468508268,0.30521824993679364,0.2716711640573064,0.33857168718462044,Deprioritize,Deprioritize,Deprioritize,1.0
13,244,Dimapur,Nagaland,0.2787815029553822,0.3235290102389105,0.4002490136091079,0.541064459720494,0.30115525659714637,0.47065673666480096,0.3764847278435922,0.334038952175276,0.4183898291412236,Star,Star,Underserved,1.0
33,572,Dindigul,Tamil Nadu,0.3878312041484777,0.5559760713776511,0.3743062825108316,0.5735295768367991,0.47190363776306443,0.4739179296738153,0.4729097112707812,0.38100873515776,0.5646846207827961,Emerging,Deprioritize,Star,0.368421052631579
23,404,Dindori,Madhya Pradesh,0.3006537756599675,0.5031074970650371,0.2663874973492676,0.1331303150952518,0.40188063636250226,0.1997589062222597,0.28333590727558544,0.28300248561923774,0.2588027426652428,Deprioritize,Deprioritize,Deprioritize,0.368421052631579
38,464,Diu,The Dadra And Nagar Haveli And Daman And Diu,0.366210702066263,0.2298490326194061,0.5516333164354281,0.8580934750259561,0.29802986734283454,0.7048633957306921,0.45833431501954774,0.44945970241497635,0.44410804443484303,Star,Star,Star,0.368421052631579
1,4,Doda,Jammu And Kashmir,0.291984298000249,0.2238074703185012,0.2055972398872798,0.4214861523691001,0.2578958841593751,0.31354169612818994,0.28436088504541135,0.2450125828590772,0.30713474166236326,Deprioritize,Emerging,Deprioritize,1.0
28,747,Dr BR Ambedkar Konaseema,Andhra Pradesh,0.5861037717612102,0.4435264558338606,0.3298324086578998,0.6773792793011417,0.5148151137975354,0.5036058439795208,0.5091796341934944,0.4396771756226151,0.5481200881227855,Star,Star,Underserved,0.368421052631579
8,769,Dudu,Rajasthan,0.4275601398456862,0.5749815689371566,0.3963825463630246,0.6617394565408037,0.5012708543914214,0.5290610014519141,0.5149785046222629,0.4116763011825723,0.6168370862305967,Star,Star,Star,0.368421052631579
20,326,Dumka,Jharkhand,0.3045522751132367,0.5889678496277997,0.2935395940993652,0.2301122725493852,0.4467600623705182,0.2618259333243752,0.34201369899788664,0.2989952361138513,0.36814226915199183,Emerging,Emerging,Star,0.368421052631579
8,99,Dungarpur,Rajasthan,0.2666541148842314,0.5185137761479515,0.2737283414191011,0.3427432338128646,0.39258394551609144,0.3082357876159828,0.34786264768086633,0.2701680747235674,0.4215650464797439,Deprioritize,Underserved,Emerging,0.368421052631579
22,378,Durg,Chhattisgarh,0.4148990656086922,0.4919360370045622,0.3714331402634984,0.4981258832744136,0.4534175513066272,0.434779511768956,0.44400074502704484,0.39256497911992577,0.49502128534782436,Star,Star,Underserved,0.368421052631579
7,78,East,Delhi,0.4484020438311827,0.1817052070777711,0.5915558511995472,0.9216656265169256,0.3150536254544769,0.7566107388582364,0.48823453005198003,0.5150289824060118,0.4092327498169246,Underserved,Star,Underserved,0.368421052631579
17,273,East Garo Hills,Meghalaya,0.1747429670929191,0.3514378267528781,0.2696308318391506,0.3874721460147214,0.2630903969228986,0.328551488926936,0.2940046626014576,0.21706241400874793,0.36901540472273997,Deprioritize,Underserved,Deprioritize,1.0
28,505,East Godavari,Andhra Pradesh,0.6705621355031653,0.4628768134569385,0.3298324086578998,0.6401166284336635,0.5667194744800519,0.48497451854578166,0.5242561437756181,0.4702904680171543,0.5443299966106712,Star,Star,Star,1.0
17,657,East Jaintia Hills,Meghalaya,0.2906272022287849,0.4448036854069013,0.1820176496800552,0.3924541058147337,0.3677154438178431,0.28723587774739445,0.32499395112261836,0.22999843539201204,0.41780980436014614,Emerging,Emerging,Emerging,1.0
12,231,East Kameng,Arunachal Pradesh,0.3408722844724528,0.2411206367215476,0.1652191774609243,0.3986489211914706,0.29099646059700024,0.2819340493261975,0.2864294162192556,0.23731548297522614,0.31003625869572976,Emerging,Deprioritize,Deprioritize,0.368421052631579
17,274,East Khasi Hills,Meghalaya,0.3313457753563605,0.4659221011558203,0.2704902652909458,0.630488704087234,0.3986339382560904,0.4504894846890899,0.4237692738089545,0.29937569487046883,0.5419950385043523,Star,Star,Star,1.0
12,232,East Siang,Arunachal Pradesh,0.4438452991237129,0.292988135339419,0.2492345925714743,0.651189170606371,0.36841671723156594,0.45021188158892267,0.4072659861486561,0.3325982596043802,0.43679594875546107,Star,Star,Star,0.368421052631579
20,327,East Singhbum,Jharkhand,0.340182851997588,0.5209528951930538,0.3382060354527337,0.4939170645347742,0.4305678735953209,0.41606154999375394,0.42325256864617367,0.3391930036175692,0.5072548913067718,Star,Star,Underserved,0.368421052631579
17,740,Eastern West Khasi Hills,Meghalaya,0.2189538029339684,0.3450932338952904,0.2104947898437736,0.4790026946058512,0.2820235184146294,0.3447487422248124,0.3118128497212065,0.21468263724409736,0.40657175126426504,Underserved,Deprioritize,Underserved,0.368421052631579
28,748,Eluru,Andhra Pradesh,0.5490407864179254,0.4658305659162739,0.3223221862972324,0.5922931501984161,0.5074356761670997,0.45730766824782426,0.48172007001342015,0.42067567869390493,0.5252696958185011,Underserved,Star,Emerging,0.0
32,555,Ernakulam,Kerala,0.6341083790332207,0.3968725993970897,0.6485887493976592,0.7916471111816081,0.5154904892151552,0.7201179302896337,0.6092732918630261,0.6413076956810463,0.5605203357772506,Star,Underserved,Star,1.0
33,573,Erode,Tamil Nadu,0.3956415534813021,0.476595540979695,0.3553494436238874,0.7122362549578534,0.43611854723049853,0.5337928492908703,0.4824903749866548,0.3749546717992339,0.5826221959700729,Star,Deprioritize,Star,0.368421052631579
9,138,Etah,Uttar Pradesh,0.2755221727370021,0.5640971673054342,0.3792482772785792,0.3925180647272299,0.41980967002121816,0.38588317100290453,0.4024891137477766,0.32325115523777975,0.47055109013670504,Deprioritize,Deprioritize,Deprioritize,0.368421052631579
9,139,Etawah,Uttar Pradesh,0.3256920779388931,0.5919248819513236,0.251164973763637,0.4343837635472752,0.45880847994510837,0.3427743686554561,0.3965700279231324,0.2860112623841,0.5070725371771702,Deprioritize,Deprioritize,Star,0.368421052631579
6,60,Faridabad,Haryana,0.4010317224098073,0.4498354394525953,0.5635300363637464,0.5158818077282867,0.4254335809312013,0.5397059220460165,0.479175357323196,0.4753876535130194,0.4817280557379372,Emerging,Star,Emerging,0.368421052631579
3,29,Faridkot,Punjab,0.3727768299006228,0.4392205713315927,0.3655697846225268,0.7544737520492351,0.40599870061610777,0.5600217683358809,0.4768313226510005,0.3691557197430902,0.5756564882199761,Deprioritize,Deprioritize,Emerging,0.368421052631579
9,141,Farrukhabad,Uttar Pradesh,0.3337438618675147,0.4591548597744996,0.4023771844734249,0.4357156014081451,0.3964493608210071,0.419046392940785,0.4075913083417295,0.3664572491758598,0.4472817186808763,Underserved,Underserved,Underserved,0.368421052631579
6,61,Fatehabad,Haryana,0.3772659008342719,0.4909506406698233,0.3293884113933859,0.8631005196070102,0.4341082707520476,0.596244465500198,0.5087579521381164,0.3525152702347737,0.6509529576425005,Emerging,Emerging,Star,0.368421052631579
3,30,Fatehgarh Sahib,Punjab,0.4539867056619338,0.4052994702714665,0.5017349774831187,0.7690811366168611,0.42964308796670014,0.6354080570499898,0.5224927556912907,0.4772640878412345,0.5583083173897655,Underserved,Star,Deprioritize,0.368421052631579
9,142,Fatehpur,Uttar Pradesh,0.2730893093795045,0.5306983208801775,0.3622744827995264,0.383112979067616,0.401893815129841,0.37269373093357117,0.38701848198744637,0.3145366247570223,0.4509073238466929,Deprioritize,Deprioritize,Deprioritize,0.368421052631579
3,651,Fazilka,Punjab,0.4816223094210055,0.4682518984046954,0.3515403214113425,0.700230477450495,0.47493710391285043,0.5258853994309187,0.4997624321572932,0.4114725524901185,0.5726117798185962,Emerging,Emerging,Emerging,0.368421052631579
3,31,Ferozepur,Punjab,0.4816223094210055,0.4682518984046954,0.3515403214113425,0.700230477450495,0.47493710391285043,0.5258853994309187,0.4997624321572932,0.4114725524901185,0.5726117798185962,Emerging,Emerging,Emerging,0.368421052631579
9,143,Firozabad,Uttar Pradesh,0.3216219587977109,0.6454066815548742,0.3396900764812389,0.4442878672285487,0.4835143201762926,0.3919889718548938,0.4353530535588591,0.33053258202791486,0.5354870288280288,Emerging,Deprioritize,Star,0.368421052631579
29,537,Gadag,Karnataka,0.3355490420148059,0.4675898263711718,0.3577116027608553,0.4489040507980072,0.40156943419298885,0.4033078267794312,0.4024376918299529,0.3464531506913825,0.4581516857657034,Deprioritize,Underserved,Emerging,1.0
27,475,Gadchiroli,Maharashtra,0.2206520853930287,0.4632030190733907,0.2903067787423021,0.3181296536118624,0.3419275522332097,0.3042182161770822,0.322522231795241,0.2530944411345724,0.3838731769866015,Deprioritize,Deprioritize,Deprioritize,1.0
21,353,Gajapati,Odisha,0.2932897874725513,0.3958094254650923,0.1995323597980171,0.2388979956110554,0.3445496064688218,0.21921517770453625,0.2748281339493663,0.2419107343609561,0.3075029729735535,Deprioritize,Deprioritize,Deprioritize,0.368421052631579
1,626,Ganderbal,Jammu And Kashmir,0.270040711032012,0.3197507126043253,0.2185018713741587,0.6738772983312297,0.29489571181816865,0.44618958485269417,0.3627387423904268,0.2429082145743594,0.4641904203549317,Underserved,Emerging,Underserved,1.0
24,446,Gandhinagar,Gujarat,0.4281919907831982,0.4417298096422313,0.7031180387568683,0.6758613292026382,0.4349609002127147,0.6894896839797533,0.5476322247925277,0.5486980160077868,0.5463955492985157,Star,Star,Underserved,1.0
8,100,Ganganagar,Rajasthan,0.3515811140409805,0.4645563991779124,0.3097324857315773,0.8029639362299935,0.40806875660944647,0.5563482109807854,0.47647489198993376,0.32999407932293284,0.6107552986955812,Star,Star,Underserved,0.368421052631579
8,771,Gangapurcity,Rajasthan,0.2813278017263407,0.5228438030892836,0.2027819611252775,0.3496212263944349,0.4020858024078121,0.2762015937598562,0.3332517658666617,0.23884765720670278,0.42754799923377695,Emerging,Deprioritize,Emerging,0.368421052631579
11,225,Gangtok,Sikkim,0.4508856752720903,0.2740677661390587,0.2760723353908386,0.7967517363260518,0.36247672070557446,0.5364120358584452,0.44094996961670174,0.35281306858822736,0.46729430613083367,Star,Star,Star,0.368421052631579
